mean_silence_duration,variance_silence_duration,mean_activity_duration,variance_activity_duration,30_quartile_activity_duration,60_quartile_activity_duration,90_quartile_activity_duration,tcp_upload_bytes_std_dev,tcp_download_bytes_std_dev,udp_upload_bytes_std_dev,udp_download_bytes_std_dev,tcp_upload_bytes_mean,tcp_download_bytes_mean,udp_upload_bytes_mean,udp_download_bytes_mean,95_percentile_upload_bytes,98_percentile_upload_bytes,95_percentile_download_bytes,98_percentile_download_bytes,bytes_mean,bytes_std_dev,packets_mean,packets_std_dev
16.647,155.052,1.062,0.059,1.000,1.000,1.000,50.384,70.826,457.857,168.925,9.770,20.267,44.527,17.970,72.000,134.000,200.350,432.620,92.533,628.890,0.470,1.782
16.412,175.066,1.235,0.533,1.000,1.000,1.400,82.450,68.746,555.910,256.341,13.020,19.430,77.910,33.963,134.000,1188.860,243.200,638.240,144.323,758.172,0.573,2.037
20.286,169.061,1.231,0.639,1.000,1.000,1.000,70.023,62.445,467.441,217.470,9.660,15.727,53.443,23.437,41.600,140.880,136.350,465.280,102.267,616.384,0.440,1.726
20.286,193.633,1.231,0.639,1.000,1.000,1.000,70.182,59.234,467.441,217.470,9.527,14.520,53.443,23.437,41.600,140.880,121.750,465.280,100.927,616.219,0.433,1.730
21.923,192.994,1.250,0.688,1.000,1.000,1.000,69.963,57.860,467.441,217.470,9.260,13.587,53.443,23.437,41.600,140.880,114.350,465.280,99.727,616.148,0.417,1.716
20.286,229.490,1.231,0.639,1.000,1.000,1.000,70.310,59.055,467.441,217.470,9.573,14.000,53.443,23.437,72.400,140.880,114.350,465.280,100.453,616.282,0.423,1.726
23.833,209.639,1.273,0.744,1.000,1.000,1.000,69.879,50.239,467.441,217.470,8.727,10.860,53.443,23.437,41.600,140.880,114.000,299.660,96.467,615.750,0.387,1.702
23.833,217.972,1.273,0.744,1.000,1.000,1.000,69.922,52.793,319.962,194.293,8.993,12.160,33.383,15.993,40.000,134.000,114.000,249.460,70.530,438.921,0.337,1.372
20.286,227.204,1.231,0.639,1.000,1.000,1.000,83.384,66.755,420.338,254.911,12.293,15.233,49.260,25.590,42.000,282.980,114.000,299.660,102.377,668.292,0.447,2.071
16.529,191.661,1.188,0.527,1.000,1.000,1.000,83.581,68.718,445.935,260.762,13.407,17.780,58.280,28.853,94.000,491.640,132.550,578.300,118.320,698.057,0.520,2.111
17.625,201.984,1.200,0.560,1.000,1.000,1.000,83.281,68.332,445.935,260.762,12.827,17.060,58.280,28.853,80.700,491.640,132.550,578.300,117.020,698.081,0.500,2.100
20.357,214.230,1.071,0.066,1.000,1.000,1.000,54.312,58.658,446.600,200.414,10.313,15.323,51.137,22.497,41.600,280.020,119.100,279.400,99.270,686.082,0.453,2.000
14.737,206.720,1.111,0.099,1.000,1.000,1.300,55.097,63.303,495.079,206.887,11.560,18.493,69.473,27.013,96.000,411.360,185.600,642.220,126.540,728.201,0.553,2.075
13.900,164.490,1.158,0.133,1.000,1.000,2.000,54.904,71.740,495.079,206.887,12.180,22.523,69.473,27.013,94.000,411.360,197.100,642.220,131.190,728.541,0.607,2.104
13.190,138.154,1.150,0.128,1.000,1.000,2.000,55.927,74.152,580.290,244.503,12.580,23.307,87.213,34.640,134.000,2634.860,200.900,654.000,157.740,846.847,0.697,2.427
13.190,115.773,1.150,0.128,1.000,1.000,2.000,55.737,74.903,580.290,244.503,12.847,24.113,87.213,34.640,96.000,2634.860,200.900,654.000,158.813,846.747,0.710,2.425
11.826,94.231,1.273,0.471,1.000,1.000,2.000,71.006,77.711,655.907,279.928,15.843,25.367,111.960,45.160,134.000,2680.820,280.850,929.020,198.330,954.917,0.823,2.682
12.409,92.969,1.286,0.490,1.000,1.000,2.000,70.790,78.087,655.907,279.928,15.930,26.170,111.960,45.160,134.000,2680.820,280.850,929.020,199.220,954.804,0.837,2.685
14.474,107.091,1.316,0.532,1.000,1.000,2.000,54.510,66.858,598.245,226.948,12.630,23.293,96.083,35.563,134.000,2677.060,259.800,707.500,167.570,814.702,0.727,2.207
14.526,134.039,1.333,0.556,1.000,1.000,2.000,54.819,68.475,580.004,220.300,12.497,22.943,87.063,32.300,134.000,2677.060,259.800,654.000,154.803,790.353,0.700,2.207
13.000,104.571,1.350,0.528,1.000,1.000,2.000,59.476,69.019,633.367,254.170,14.423,24.070,102.317,39.740,134.000,2680.820,275.250,707.500,180.550,876.598,0.797,2.431
13.000,106.000,1.350,0.528,1.000,1.000,2.000,55.771,88.222,550.029,235.429,13.690,29.813,76.077,30.103,80.700,803.240,275.250,603.040,149.683,780.287,0.753,2.280
13.750,88.987,1.316,0.532,1.000,1.000,2.000,55.740,91.266,507.073,229.823,13.423,29.760,57.740,25.587,80.000,217.800,272.150,545.720,126.510,742.556,0.703,2.263
12.455,94.339,1.238,0.467,1.000,1.000,2.000,72.105,90.659,598.398,268.412,16.120,28.997,83.430,36.310,95.300,804.120,287.500,721.220,164.857,903.658,0.800,2.753
13.800,122.060,1.263,0.510,1.000,1.000,2.000,71.206,88.035,516.055,234.714,15.540,27.957,65.690,28.683,80.700,411.220,272.150,583.720,137.870,794.036,0.710,2.475
12.455,117.612,1.238,0.467,1.000,1.000,2.000,71.629,89.573,516.055,234.714,15.940,29.137,65.690,28.683,95.300,411.220,272.150,583.720,139.450,794.209,0.737,2.507
13.238,135.039,1.100,0.090,1.000,1.000,1.100,56.721,86.684,412.971,190.175,13.257,27.490,40.943,18.163,80.000,134.000,167.950,380.660,99.853,656.637,0.630,2.229
13.143,166.694,1.200,0.260,1.000,1.000,2.000,57.079,91.783,488.059,228.917,13.170,27.470,56.123,25.593,80.700,134.000,189.400,581.880,122.357,762.002,0.680,2.453
12.455,122.521,1.238,0.277,1.000,1.000,2.000,56.655,91.934,501.381,246.579,12.723,27.293,63.193,31.153,80.700,139.400,254.900,626.840,134.363,775.660,0.690,2.455
11.826,124.491,1.217,0.257,1.000,1.000,2.000,71.421,93.388,546.948,262.172,15.023,28.057,81.507,38.600,95.300,2062.140,272.750,981.140,163.187,856.625,0.740,2.590
11.375,111.401,1.174,0.231,1.000,1.000,1.800,68.123,94.600,483.496,229.449,14.477,30.153,66.253,31.160,80.700,172.320,254.900,722.240,142.043,767.330,0.703,2.396
12.545,159.975,1.143,0.218,1.000,1.000,1.000,68.233,79.402,483.496,229.449,13.990,25.230,66.253,31.160,95.300,172.320,220.050,632.080,136.633,766.107,0.660,2.379
13.900,164.790,1.158,0.238,1.000,1.000,1.200,67.701,74.232,483.496,229.449,13.277,23.593,66.253,31.160,80.700,172.320,212.400,632.080,134.283,765.612,0.627,2.342
16.529,153.661,1.188,0.277,1.000,1.000,1.500,49.950,67.114,363.220,182.510,9.960,20.327,40.563,20.437,41.550,134.000,168.550,278.020,91.287,563.724,0.477,1.694
15.556,179.025,1.176,0.263,1.000,1.000,1.400,50.404,68.780,363.220,182.510,10.140,20.773,40.563,20.437,71.450,134.000,198.050,292.720,91.913,563.977,0.477,1.702
18.867,195.182,1.214,0.311,1.000,1.000,1.700,49.518,67.124,363.220,182.510,9.427,19.927,40.563,20.437,40.000,134.000,198.050,277.300,90.353,563.630,0.443,1.645
18.867,171.716,1.214,0.311,1.000,1.000,1.700,49.799,67.444,363.220,182.510,9.560,20.377,40.563,20.437,40.000,134.000,198.050,277.300,90.937,563.675,0.450,1.654
16.647,191.405,1.062,0.059,1.000,1.000,1.000,50.627,60.050,252.587,130.373,10.223,20.037,25.383,13.007,40.000,134.000,186.600,256.140,68.650,408.779,0.403,1.296
14.789,193.640,1.056,0.052,1.000,1.000,1.000,81.934,383.799,363.581,183.041,15.843,43.147,47.263,22.337,42.000,135.300,212.150,277.300,128.590,900.752,0.570,2.503
17.750,213.688,1.067,0.062,1.000,1.000,1.000,69.045,383.312,288.388,159.150,13.097,42.370,28.950,14.890,40.000,134.000,199.650,256.140,99.307,822.753,0.503,2.336
17.750,191.188,1.067,0.062,1.000,1.000,1.000,83.240,384.600,288.388,159.150,15.173,43.220,28.950,14.890,40.000,134.000,213.100,277.300,102.233,825.465,0.500,2.376
16.647,208.934,1.062,0.059,1.000,1.000,1.000,83.240,384.467,288.388,159.150,15.173,43.203,28.950,14.890,40.000,134.000,213.100,263.580,102.217,825.367,0.503,2.374
14.789,190.482,1.056,0.052,1.000,1.000,1.000,83.444,384.662,288.388,159.150,15.887,44.223,28.950,14.890,40.000,134.000,213.100,292.780,103.950,825.459,0.530,2.387
14.789,162.061,1.056,0.052,1.000,1.000,1.000,83.559,384.826,288.388,159.150,16.610,46.283,28.950,14.890,40.000,134.340,215.100,292.780,106.733,825.429,0.570,2.405
13.286,135.537,1.050,0.048,1.000,1.000,1.000,83.974,384.956,418.732,210.164,17.020,46.277,53.600,25.437,80.700,211.480,229.550,355.520,142.333,930.400,0.653,2.660
12.043,112.824,1.045,0.043,1.000,1.000,1.000,84.621,386.278,418.732,210.164,17.600,46.940,53.600,25.437,96.000,211.480,218.150,530.700,143.577,931.211,0.677,2.707
11.000,81.760,1.042,0.040,1.000,1.000,1.000,84.445,386.692,418.732,210.164,17.953,49.573,53.600,25.437,94.000,211.480,243.200,530.700,146.563,931.142,0.710,2.713
12.591,98.969,1.045,0.043,1.000,1.000,1.000,83.945,386.687,418.732,210.164,17.157,48.777,53.600,25.437,80.700,173.260,243.300,530.700,144.970,931.131,0.683,2.702
14.789,119.114,1.000,0.000,1.000,1.000,1.000,54.161,78.437,305.934,138.398,11.850,25.743,24.650,10.547,72.000,134.000,218.150,331.100,72.790,450.081,0.500,1.648
13.286,107.537,1.050,0.048,1.000,1.000,1.000,54.631,78.689,305.934,138.398,12.430,26.550,24.650,10.547,72.400,134.000,217.850,331.100,74.177,450.174,0.523,1.666
13.950,89.347,1.050,0.048,1.000,1.000,1.000,27.579,75.653,305.934,138.398,9.907,26.283,24.650,10.547,72.000,134.000,206.450,280.140,71.387,445.643,0.517,1.603
12.636,92.413,1.048,0.045,1.000,1.000,1.000,29.037,76.404,486.929,267.925,10.717,27.457,55.847,29.060,80.000,134.340,215.850,354.100,123.080,765.385,0.647,2.197
12.636,100.777,1.048,0.045,1.000,1.000,1.000,30.163,85.475,486.929,267.925,11.250,29.983,55.847,29.060,80.000,134.340,232.100,461.020,126.140,766.348,0.677,2.234
12.000,115.478,1.091,0.083,1.000,1.000,1.000,29.930,90.101,486.929,267.925,11.460,32.080,55.847,29.060,80.000,134.000,249.250,461.020,128.447,766.775,0.690,2.244
13.950,137.947,1.105,0.094,1.000,1.000,1.200,27.687,88.102,380.844,230.261,10.337,30.393,31.197,18.513,80.000,134.000,215.850,366.180,90.440,634.386,0.580,1.924
14.737,167.773,1.111,0.099,1.000,1.000,1.300,26.457,81.025,380.844,230.261,10.203,29.607,31.197,18.513,42.000,134.000,213.100,336.580,89.520,633.012,0.570,1.867
15.611,182.460,1.118,0.104,1.000,1.000,1.400,27.159,79.300,380.844,230.261,9.983,27.487,31.197,18.513,80.000,134.000,206.350,336.580,87.180,632.974,0.543,1.864
13.190,131.868,1.150,0.128,1.000,1.000,2.000,28.759,86.191,521.772,270.687,11.147,30.450,66.297,31.213,80.000,134.000,232.100,650.020,139.107,807.948,0.700,2.285
13.190,129.773,1.150,0.128,1.000,1.000,2.000,29.271,86.151,521.772,270.687,11.413,31.177,66.297,31.213,80.000,134.000,215.850,650.020,140.100,807.879,0.713,2.292
13.238,131.420,1.100,0.090,1.000,1.000,1.100,28.675,84.763,521.772,270.687,10.880,29.153,66.297,31.213,80.000,134.000,211.100,650.020,137.543,807.945,0.683,2.281
13.238,134.943,1.100,0.090,1.000,1.000,1.100,29.371,80.923,521.772,270.687,10.793,26.937,66.297,31.213,80.700,134.000,211.100,650.020,135.240,807.788,0.670,2.288
15.611,154.904,1.118,0.104,1.000,1.000,1.400,27.104,78.532,359.714,143.951,9.803,25.057,35.100,12.700,80.000,134.000,160.100,366.180,82.660,515.951,0.537,1.713
17.688,151.215,1.133,0.116,1.000,1.000,1.600,25.808,64.797,359.714,143.951,8.603,20.030,35.100,12.700,80.000,134.000,136.800,325.220,76.433,513.909,0.470,1.646
17.750,144.312,1.067,0.062,1.000,1.000,1.000,27.836,72.874,359.714,143.951,8.880,19.460,35.100,12.700,80.000,134.000,122.550,242.200,76.140,515.360,0.467,1.680
16.529,154.014,1.118,0.104,1.000,1.000,1.400,29.792,73.314,472.314,200.435,10.270,20.617,59.577,23.410,94.000,134.580,136.800,650.020,113.873,686.047,0.587,2.063
16.588,157.889,1.125,0.109,1.000,1.000,1.500,28.782,71.998,472.314,200.435,9.423,18.823,59.577,23.410,80.700,134.580,130.150,650.020,111.233,686.078,0.553,2.050
17.562,191.996,1.118,0.104,1.000,1.000,1.400,28.972,78.855,472.314,200.435,9.957,22.557,59.577,23.410,80.700,134.580,153.200,650.020,115.500,686.522,0.583,2.058
16.588,199.183,1.125,0.109,1.000,1.000,1.500,28.081,80.425,308.876,140.443,9.727,23.797,24.477,10.710,80.000,134.000,153.200,274.000,68.710,467.233,0.487,1.630
17.625,208.109,1.125,0.109,1.000,1.000,1.500,27.347,90.633,308.876,140.443,9.280,26.073,24.477,10.710,80.000,134.000,189.900,406.200,70.540,469.122,0.480,1.644
17.500,210.500,1.333,0.622,1.000,1.000,2.000,28.565,96.428,339.061,201.929,10.347,31.087,32.647,19.137,80.000,134.000,257.200,426.220,93.217,557.280,0.597,2.080
17.500,192.500,1.333,0.622,1.000,1.000,2.000,27.839,96.142,339.061,201.929,10.080,30.630,32.647,19.137,80.000,134.000,257.200,426.220,92.493,557.164,0.583,2.063
16.412,170.478,1.312,0.590,1.000,1.000,2.000,28.553,96.035,339.061,201.929,9.993,29.763,32.647,19.137,80.000,134.000,257.200,426.220,91.540,557.314,0.570,2.068
17.500,177.500,1.333,0.622,1.000,1.000,2.000,27.694,96.032,339.061,201.929,9.680,29.760,32.647,19.137,80.000,134.000,257.200,426.220,91.223,557.225,0.563,2.059
18.733,164.596,1.357,0.658,1.000,1.000,2.000,25.451,84.520,339.061,201.929,8.737,27.017,32.647,19.137,42.000,134.000,253.200,416.140,87.537,555.085,0.527,2.001
16.412,169.301,1.312,0.590,1.000,1.000,2.000,25.996,85.794,341.784,201.179,8.870,28.533,32.707,18.970,42.000,134.000,253.200,416.140,89.080,557.001,0.543,2.064
13.800,139.460,1.263,0.510,1.000,1.000,2.000,27.981,100.245,341.784,201.179,10.117,34.073,32.707,18.970,80.000,134.000,267.350,489.920,95.867,559.682,0.610,2.160
15.444,135.247,1.294,0.561,1.000,1.000,2.000,26.844,96.177,341.784,201.179,9.137,30.743,32.707,18.970,80.000,134.000,253.700,489.920,91.557,558.980,0.567,2.138
17.562,124.371,1.267,0.596,1.000,1.000,1.600,26.776,88.349,341.784,201.179,8.337,26.443,32.707,18.970,40.000,134.000,221.200,424.300,86.457,557.856,0.513,2.106
17.562,151.871,1.188,0.277,1.000,1.000,1.500,27.375,76.684,341.784,201.179,8.383,22.657,32.707,18.970,40.000,134.000,174.950,324.020,82.717,556.255,0.500,2.090
17.750,153.188,1.067,0.062,1.000,1.000,1.000,25.670,70.512,311.865,139.352,7.270,18.917,24.537,10.543,40.000,134.000,148.000,289.000,61.267,467.609,0.390,1.651
17.750,153.938,1.067,0.062,1.000,1.000,1.000,27.650,82.221,311.865,139.352,7.937,22.533,24.537,10.543,40.000,134.000,172.100,322.220,65.550,470.055,0.430,1.745
17.750,150.062,1.067,0.062,1.000,1.000,1.000,27.193,82.177,311.865,139.352,7.937,22.490,24.537,10.543,40.000,134.000,172.100,322.220,65.507,469.991,0.430,1.739
15.667,147.111,1.059,0.055,1.000,1.000,1.000,28.440,87.741,311.865,139.352,8.650,24.970,24.537,10.543,40.000,134.000,176.600,336.100,68.700,471.218,0.463,1.782
14.789,135.219,1.056,0.052,1.000,1.000,1.000,28.806,87.201,446.392,239.805,8.480,23.880,50.200,26.207,42.000,160.000,194.400,521.440,108.767,703.090,0.533,2.191
19.000,124.000,1.000,0.000,1.000,1.000,1.000,27.330,86.115,321.350,196.004,7.803,22.697,25.663,15.663,40.000,134.000,149.400,336.100,71.827,535.540,0.430,1.777
20.500,140.250,1.000,0.000,1.000,1.000,1.000,26.226,67.928,321.350,196.004,7.003,17.450,25.663,15.663,40.000,134.000,120.550,289.000,65.780,532.507,0.377,1.666
20.500,185.393,1.000,0.000,1.000,1.000,1.000,26.302,64.775,321.350,196.004,6.917,15.387,25.663,15.663,40.000,134.000,114.050,225.300,63.630,532.243,0.363,1.661
17.688,162.965,1.133,0.249,1.000,1.000,1.000,25.935,79.487,419.085,259.980,7.537,21.293,41.307,25.593,40.000,134.000,176.300,369.040,95.730,697.244,0.497,2.220
17.688,146.090,1.133,0.249,1.000,1.000,1.000,25.935,79.380,419.085,259.980,7.537,21.213,41.307,25.593,40.000,134.000,176.300,369.040,95.650,697.238,0.497,2.220
17.688,197.965,1.133,0.249,1.000,1.000,1.000,26.753,77.372,419.085,259.980,7.583,19.683,41.307,25.593,42.000,134.000,120.550,369.040,94.167,697.164,0.487,2.222
20.357,209.230,1.154,0.284,1.000,1.000,1.000,24.101,63.532,419.085,259.980,6.470,15.337,41.307,25.593,40.000,134.000,115.250,272.900,88.707,695.630,0.430,2.141
18.933,199.929,1.143,0.265,1.000,1.000,1.000,26.409,70.893,419.085,259.980,7.413,18.130,41.307,25.593,40.000,134.000,120.050,369.040,92.443,696.220,0.463,2.161
18.867,202.249,1.214,0.311,1.000,1.000,1.700,28.940,65.981,514.764,288.572,7.690,16.810,65.813,38.423,72.400,163.420,132.500,639.720,128.737,808.915,0.540,2.486
20.286,244.633,1.231,0.331,1.000,1.000,1.800,28.581,68.235,404.694,213.469,7.860,18.357,40.150,22.760,41.600,134.000,121.500,369.400,89.127,619.532,0.470,2.134
20.286,197.918,1.231,0.331,1.000,1.000,1.800,27.769,70.898,404.694,213.469,7.280,18.200,40.150,22.760,41.600,134.000,123.000,402.720,88.390,619.906,0.453,2.136
20.286,178.918,1.231,0.331,1.000,1.000,1.800,27.890,71.754,404.694,213.469,7.547,19.210,40.150,22.760,41.600,134.000,162.050,402.720,89.667,619.925,0.467,2.139
18.867,217.849,1.214,0.311,1.000,1.000,1.700,29.472,82.526,404.694,213.469,8.347,23.603,40.150,22.760,72.400,134.580,206.400,537.300,94.860,621.254,0.513,2.186
22.077,207.456,1.083,0.076,1.000,1.000,1.000,28.775,68.029,302.282,127.832,7.727,17.677,24.507,12.830,40.000,134.000,120.050,344.140,62.740,427.472,0.380,1.592
24.000,155.000,1.091,0.083,1.000,1.000,1.000,27.836,67.723,302.282,127.832,7.280,17.233,24.507,12.830,40.000,134.000,117.200,344.140,61.850,427.335,0.367,1.579
17.625,196.734,1.200,0.293,1.000,1.000,1.600,29.513,95.638,434.989,189.212,8.613,25.503,49.353,23.550,80.000,163.220,210.400,685.660,107.020,624.120,0.530,2.056
13.143,175.265,1.200,0.260,1.000,1.000,2.000,33.563,118.306,434.989,189.212,11.060,36.323,49.353,23.550,95.300,174.000,402.250,685.660,120.287,628.222,0.673,2.249
13.850,173.127,1.211,0.271,1.000,1.000,2.000,31.606,115.804,434.989,189.212,10.070,34.930,49.353,23.550,80.000,174.000,384.800,685.660,117.903,627.839,0.650,2.236
13.143,140.503,1.200,0.260,1.000,1.000,2.000,30.482,127.408,314.736,140.483,10.593,40.883,24.847,10.720,80.000,134.000,400.200,602.260,87.043,475.791,0.620,1.936
12.500,131.886,1.190,0.249,1.000,1.000,2.000,30.716,130.398,314.736,140.483,10.993,42.140,24.847,10.720,80.700,134.000,404.750,602.260,88.700,476.831,0.647,1.977
11.913,123.297,1.182,0.240,1.000,1.000,1.900,31.347,131.686,314.736,140.483,11.440,43.730,24.847,10.720,94.000,134.000,404.750,602.260,90.737,477.096,0.660,1.976
10.880,84.986,1.167,0.222,1.000,1.000,1.700,30.793,133.446,314.736,140.483,11.260,45.087,24.847,10.720,80.700,134.000,404.750,602.260,91.913,477.588,0.673,1.997
10.385,83.698,1.200,0.240,1.000,1.000,2.000,30.879,139.709,314.736,140.483,11.793,49.487,24.847,10.720,94.000,134.000,445.650,664.060,96.847,479.452,0.710,2.031
9.172,65.384,1.214,0.240,1.000,1.000,2.000,31.954,142.762,443.408,178.394,12.460,52.467,50.400,21.427,120.000,134.520,517.850,680.100,136.753,626.851,0.840,2.331
8.516,65.798,1.200,0.227,1.000,1.000,2.000,32.894,146.376,443.408,178.394,13.307,55.017,50.400,21.427,120.000,134.520,534.450,680.100,140.150,627.673,0.883,2.380
9.607,71.596,1.148,0.126,1.000,1.000,2.000,31.461,136.564,479.174,373.387,12.060,49.660,46.553,31.360,120.000,134.000,461.600,636.560,139.633,837.935,0.823,2.456
10.037,71.739,1.115,0.102,1.000,1.000,1.500,31.805,132.187,479.174,373.387,11.560,45.817,46.553,31.360,120.000,134.000,461.150,636.560,135.290,837.538,0.773,2.425
9.276,63.924,1.107,0.096,1.000,1.000,1.300,33.251,137.219,479.174,373.387,12.140,47.660,46.553,31.360,120.000,134.000,483.450,636.560,137.713,838.516,0.807,2.491
10.500,93.788,1.080,0.074,1.000,1.000,1.000,31.281,127.615,479.174,373.387,10.893,42.553,46.553,31.360,112.400,134.000,461.000,611.500,131.360,836.978,0.740,2.421
9.276,86.889,1.107,0.096,1.000,1.000,1.300,31.262,124.748,583.116,399.518,10.627,41.417,85.203,47.417,120.000,2025.520,493.250,732.920,184.663,946.100,0.833,2.592
9.276,81.579,1.107,0.096,1.000,1.000,1.300,31.956,126.992,583.116,399.518,10.893,41.130,85.203,47.417,120.000,2025.520,520.150,732.920,184.643,946.671,0.853,2.651
10.037,120.554,1.115,0.102,1.000,1.000,1.500,32.455,126.234,583.116,399.518,10.940,39.993,85.203,47.417,120.700,2025.520,520.150,732.920,183.553,946.687,0.833,2.635
10.500,129.635,1.080,0.074,1.000,1.000,1.000,30.643,112.490,662.362,494.572,9.427,31.823,110.460,67.417,134.000,2884.720,580.950,979.320,219.127,1117.406,0.850,2.898
11.500,115.750,1.043,0.042,1.000,1.000,1.000,29.923,110.036,647.238,560.013,8.893,30.323,100.997,73.270,134.000,2699.760,480.150,878.020,213.483,1182.861,0.800,2.936
11.500,113.250,1.043,0.042,1.000,1.000,1.000,29.886,107.934,647.238,560.013,8.627,29.460,100.997,73.270,134.000,2699.760,480.150,878.020,212.353,1182.747,0.783,2.916
12.000,118.783,1.043,0.042,1.000,1.000,1.000,29.701,103.594,538.904,433.874,8.807,28.750,79.997,52.617,134.000,2021.760,356.900,732.920,170.170,945.104,0.697,2.550
11.913,121.645,1.130,0.113,1.000,1.000,1.800,87.142,95.306,780.103,520.181,13.683,28.117,135.787,81.987,134.000,2930.160,480.450,989.380,259.573,1287.749,0.807,2.822
11.696,109.255,1.409,0.878,1.000,1.000,2.000,90.517,100.997,1394.195,9226.127,14.800,28.533,286.513,906.413,1806.600,4930.680,813.300,4376.080,1236.260,10093.975,2.087,12.967
9.778,93.802,1.385,0.775,1.000,1.000,2.000,100.165,113.459,1415.246,9226.292,18.117,33.367,301.823,913.843,2042.400,4930.680,880.800,4376.080,1267.150,10098.051,2.210,13.002
11.167,99.389,1.391,0.847,1.000,1.000,2.000,99.895,115.366,1388.234,9226.559,17.803,34.457,271.850,900.873,751.000,4930.680,677.950,4376.080,1224.983,10094.805,2.110,12.976
11.652,80.749,1.391,0.847,1.000,1.000,2.000,100.500,110.677,1388.234,9226.559,18.200,33.603,271.850,900.873,751.000,4930.680,618.100,4376.080,1224.527,10094.804,2.103,12.969
10.680,69.258,1.375,0.818,1.000,1.000,2.000,110.544,112.021,1419.369,9229.168,21.073,34.933,296.757,920.550,1836.350,5362.660,928.300,4969.100,1273.313,10111.323,2.223,13.058
9.393,66.953,1.370,0.752,1.000,1.000,2.000,111.695,122.305,1450.871,9228.104,22.187,38.273,319.500,923.530,2603.600,5698.720,928.300,4466.240,1303.490,10114.473,2.300,13.053
9.393,59.953,1.370,0.752,1.000,1.000,2.000,111.792,126.188,1451.570,9226.418,22.273,39.210,319.723,918.887,2603.600,5698.720,928.300,4365.840,1300.093,10111.386,2.297,13.038
8.700,54.943,1.345,0.709,1.000,1.000,2.000,111.813,127.156,1451.570,9226.418,23.340,43.627,319.723,918.887,2603.600,5698.720,928.300,4365.840,1305.577,10110.725,2.350,13.032
8.094,52.397,1.323,0.670,1.000,1.000,2.000,112.003,129.519,1473.355,9229.149,23.873,45.463,335.430,935.300,2619.200,5698.720,977.250,4465.360,1340.067,10121.571,2.450,13.076
8.452,55.022,1.267,0.662,1.000,1.000,2.000,75.715,125.398,1369.273,9227.403,18.163,42.263,279.640,905.930,1804.850,4942.440,711.000,4465.360,1245.997,10093.622,2.297,13.019
8.967,58.899,1.069,0.064,1.000,1.000,1.000,71.079,118.234,733.223,541.599,16.467,41.490,128.913,81.503,134.000,2716.480,480.550,1077.400,268.373,1292.036,0.983,3.089
10.074,78.883,1.037,0.036,1.000,1.000,1.000,57.005,104.680,735.515,550.676,13.597,35.740,129.047,83.527,134.000,2716.480,425.300,1077.400,261.910,1303.330,0.937,3.076
9.241,71.011,1.143,0.337,1.000,1.000,1.000,71.982,107.612,770.971,552.385,16.867,38.833,149.093,88.050,163.950,3108.480,480.550,1077.400,292.843,1327.793,1.023,3.107
9.607,79.024,1.148,0.348,1.000,1.000,1.000,70.601,108.613,770.971,552.385,15.890,38.757,149.093,88.050,135.300,3108.480,480.550,1077.400,291.790,1327.860,1.003,3.091
9.172,78.212,1.214,0.454,1.000,1.000,1.300,53.734,107.173,1417.026,11072.756,13.860,38.787,249.007,1002.923,317.650,4634.580,609.100,3689.640,1304.577,12196.391,2.217,14.289
10.385,81.544,1.200,0.480,1.000,1.000,1.000,51.360,95.960,1364.855,11071.377,13.327,36.550,213.457,982.290,134.000,3752.960,431.500,2852.760,1245.623,12184.207,2.083,14.241
10.346,84.996,1.240,0.502,1.000,1.000,1.600,52.547,104.862,1337.793,11070.504,14.440,40.140,197.143,970.373,134.000,3111.720,431.500,963.220,1222.097,12176.581,2.097,14.228
9.815,84.447,1.346,0.611,1.000,1.000,2.500,51.877,105.496,2266.197,226304.910,13.060,36.770,379.660,16602.103,2595.150,4722.480,649.200,29402.960,17031.593,228116.417,17.260,216.820
9.556,82.321,1.615,1.160,1.000,1.000,3.000,129.108,434.811,7137.024,264219.332,21.620,68.187,1313.890,31955.337,4660.500,15923.320,10766.150,328590.100,33359.033,267752.896,33.480,254.821
9.923,95.071,1.615,1.160,1.000,1.000,3.000,129.565,434.515,7137.024,264219.332,22.293,68.293,1313.890,31955.337,4660.500,15923.320,10766.150,328590.100,33359.813,267752.799,33.493,254.819
8.828,58.832,1.571,1.102,1.000,1.000,3.000,129.691,434.730,7137.024,264219.332,23.273,69.843,1313.890,31955.337,4660.500,15923.320,10766.150,328590.100,33362.343,267752.486,33.547,254.812
7.812,55.277,1.613,1.205,1.000,1.000,3.000,138.020,438.711,7139.950,264218.238,26.730,78.370,1340.553,31964.573,4998.700,15923.320,10766.150,328590.100,33410.227,267746.891,33.697,254.795
7.606,45.208,1.531,0.999,1.000,1.000,3.000,131.364,438.724,7139.572,264219.148,24.850,78.943,1311.830,31956.963,4998.700,15923.320,10766.150,328590.100,33372.587,267751.358,33.660,254.800
7.114,38.273,1.500,0.956,1.000,1.000,3.000,131.727,439.736,7139.572,264219.148,25.830,81.080,1311.830,31956.963,4998.700,15923.320,10766.150,328590.100,33375.703,267750.974,33.707,254.795
6.889,32.765,1.486,0.936,1.000,1.000,3.000,138.448,440.863,7054.579,264095.446,28.193,83.517,1211.513,31036.230,4385.850,14353.360,2185.100,328590.100,32359.453,267597.759,32.533,254.556
6.205,27.496,1.526,0.934,1.000,1.000,3.000,138.736,441.398,7056.972,264094.601,29.403,86.383,1226.940,31043.693,4630.000,14353.360,2282.500,328590.100,32386.420,267594.795,32.667,254.542
