mean_silence_duration,variance_silence_duration,mean_activity_duration,variance_activity_duration,60_percentile_activity_duration,90_percentile_activity_duration,tcp_upload_bytes_std_dev,tcp_download_bytes_std_dev,udp_upload_bytes_std_dev,udp_download_bytes_std_dev,tcp_upload_bytes_mean,tcp_download_bytes_mean,udp_upload_bytes_mean,udp_download_bytes_mean,95_percentile_upload_bytes,98_percentile_upload_bytes,95_percentile_download_bytes,98_percentile_download_bytes,bytes_mean,bytes_std_dev,packets_mean,packets_std_dev
6.579,48.665,1.316,0.374,1.000,2.000,78.248,192.700,464.197,256.827,32.227,120.120,53.073,29.253,120.000,174.000,633.300,982.660,234.673,826.020,1.580,2.998
6.838,50.028,1.306,0.379,1.000,2.000,60.772,186.182,329.261,196.137,28.477,112.657,26.533,15.660,120.000,134.520,511.100,842.260,183.327,617.522,1.407,2.508
6.972,52.638,1.361,0.397,1.000,2.000,60.838,179.194,329.261,196.137,29.190,111.693,26.533,15.660,120.000,134.520,497.400,748.900,183.077,615.017,1.420,2.475
6.865,43.630,1.278,0.201,1.000,2.000,60.142,171.968,329.261,196.137,28.343,109.397,26.533,15.660,120.000,134.000,487.500,707.800,179.933,612.804,1.387,2.448
7.314,56.330,1.294,0.208,1.000,2.000,59.705,169.123,329.261,196.137,26.877,103.603,26.533,15.660,120.000,134.000,479.400,707.800,172.673,612.217,1.300,2.380
7.314,54.844,1.294,0.208,1.000,2.000,59.867,167.502,329.261,196.137,26.210,101.247,26.533,15.660,120.000,134.000,479.400,707.560,169.650,612.120,1.263,2.388
7.083,47.799,1.286,0.204,1.000,2.000,60.075,163.583,329.261,196.137,25.857,96.613,26.533,15.660,120.000,134.000,475.200,698.180,164.663,611.172,1.233,2.376
7.343,49.082,1.265,0.195,1.000,2.000,59.544,159.773,329.261,196.137,24.877,92.263,26.533,15.660,82.000,134.000,452.200,698.180,159.333,610.152,1.190,2.351
7.314,51.873,1.294,0.208,1.000,2.000,75.909,164.764,456.267,225.818,27.293,93.957,52.607,26.537,120.000,134.520,487.900,737.140,200.393,772.534,1.283,2.718
7.647,54.464,1.212,0.167,1.000,2.000,58.780,151.697,368.459,153.719,22.743,83.543,36.920,16.913,80.000,134.000,472.150,698.180,160.120,583.492,1.093,2.200
7.706,57.149,1.152,0.129,1.000,2.000,75.276,150.786,318.042,113.423,24.330,79.827,26.073,10.877,80.000,134.000,420.700,695.060,141.107,514.271,1.017,2.082
7.457,54.534,1.147,0.125,1.000,2.000,75.092,149.967,380.683,166.147,23.883,79.737,38.497,20.873,80.000,134.000,472.050,707.560,162.990,605.497,1.070,2.305
8.312,58.340,1.097,0.087,1.000,1.000,74.677,150.757,380.683,166.147,21.617,71.683,38.497,20.873,80.000,134.000,420.700,735.600,152.670,606.283,0.957,2.262
7.139,54.842,1.229,0.405,1.000,2.000,91.656,154.443,893.983,316.250,26.377,74.967,146.047,56.580,134.000,2823.840,697.050,1309.820,303.970,1236.650,1.280,3.110
6.658,39.962,1.270,0.467,1.000,2.000,91.539,166.562,893.983,316.250,27.930,85.527,146.047,56.580,134.000,2823.840,698.100,1309.820,316.083,1236.388,1.370,3.112
6.436,33.887,1.289,0.469,1.000,2.000,92.035,163.185,893.983,316.250,29.253,87.290,146.047,56.580,134.000,2823.840,697.150,1309.820,319.170,1235.508,1.427,3.130
6.632,37.233,1.297,0.479,1.000,2.000,91.963,162.158,893.983,316.250,29.387,87.627,146.047,56.580,134.000,2823.840,697.150,1309.820,319.640,1235.253,1.433,3.126
6.632,40.496,1.297,0.479,1.000,2.000,92.087,164.742,893.983,316.250,29.833,90.160,146.047,56.580,134.000,2823.840,697.150,1309.820,322.620,1235.148,1.447,3.125
7.559,65.188,1.303,0.514,1.000,2.000,78.800,158.516,839.232,296.890,26.037,84.387,119.973,45.703,134.000,2029.020,641.800,1274.680,276.100,1145.491,1.293,2.799
8.094,71.647,1.323,0.541,1.000,2.000,78.644,156.352,839.232,296.890,26.303,85.277,119.973,45.703,134.000,2029.020,641.800,1274.680,277.257,1144.889,1.307,2.788
7.758,68.305,1.375,0.547,1.000,2.000,62.754,159.851,839.232,296.890,25.297,94.367,119.973,45.703,134.000,2029.020,589.600,1274.680,285.340,1142.024,1.370,2.758
8.031,74.155,1.387,0.560,1.000,2.000,62.903,166.143,813.982,271.846,25.477,95.493,107.550,35.707,134.000,1986.800,576.550,1000.820,264.227,1099.588,1.307,2.579
7.471,67.543,1.394,0.542,1.000,2.000,62.655,163.760,813.982,271.846,26.363,102.213,107.550,35.707,134.000,1986.800,576.550,984.160,271.833,1098.206,1.367,2.575
8.767,71.579,1.233,0.246,1.000,2.000,34.148,160.508,0.000,0.000,22.183,98.737,0.000,0.000,80.000,134.000,394.050,587.100,120.920,186.306,1.063,1.485
8.516,68.379,1.200,0.160,1.000,2.000,37.321,166.644,0.000,0.000,22.363,98.883,0.000,0.000,80.000,134.000,376.900,592.940,121.247,196.754,1.080,1.709
8.867,72.316,1.172,0.143,1.000,2.000,34.781,165.043,0.000,0.000,20.993,96.910,0.000,0.000,80.000,134.000,394.050,587.100,117.903,192.934,1.033,1.637
7.939,58.421,1.188,0.152,1.000,2.000,35.486,170.903,0.000,0.000,22.193,103.890,0.000,0.000,80.000,134.000,437.100,587.100,126.083,199.569,1.103,1.695
7.429,48.245,1.176,0.145,1.000,2.000,35.768,171.068,0.000,0.000,22.460,104.560,0.000,0.000,80.000,134.000,437.100,583.080,127.020,200.288,1.123,1.723
6.350,23.977,1.179,0.147,1.000,2.000,37.758,178.018,0.000,0.000,24.773,115.283,0.000,0.000,80.000,134.000,459.300,592.260,140.057,209.173,1.237,1.808
6.300,24.810,1.200,0.160,1.000,2.000,38.264,185.209,0.000,0.000,25.260,118.943,0.000,0.000,80.000,134.000,479.650,606.200,144.203,217.408,1.270,1.849
6.375,28.934,1.154,0.130,1.000,2.000,37.659,177.620,0.000,0.000,24.060,108.807,0.000,0.000,80.000,134.000,459.300,592.260,132.867,209.841,1.203,1.823
6.590,28.037,1.132,0.114,1.000,2.000,38.101,179.381,0.000,0.000,24.327,110.730,0.000,0.000,80.000,134.520,459.300,592.260,135.057,211.970,1.220,1.843
7.250,35.799,1.114,0.101,1.000,1.600,38.158,176.025,0.000,0.000,23.707,104.237,0.000,0.000,80.000,134.520,439.350,589.320,127.943,208.263,1.173,1.825
7.735,37.959,1.121,0.107,1.000,1.800,37.237,176.939,0.000,0.000,22.327,101.390,0.000,0.000,80.000,134.000,465.700,605.520,123.717,208.432,1.113,1.804
8.000,35.697,1.125,0.109,1.000,1.900,34.754,161.449,0.000,0.000,21.527,94.617,0.000,0.000,80.000,134.000,426.600,583.120,116.143,189.709,1.060,1.603
7.706,36.266,1.118,0.104,1.000,1.700,36.320,163.511,0.000,0.000,22.773,97.700,0.000,0.000,82.000,134.000,465.700,589.320,120.473,193.421,1.110,1.645
7.457,37.905,1.114,0.101,1.000,1.600,35.918,163.587,0.000,0.000,22.327,97.170,0.000,0.000,80.000,134.000,439.350,599.120,119.497,193.062,1.093,1.626
7.371,37.605,1.200,0.217,1.000,2.000,36.264,167.933,0.000,0.000,23.527,104.007,0.000,0.000,80.000,134.000,465.700,613.160,127.533,197.118,1.143,1.622
6.973,36.891,1.167,0.194,1.000,2.000,67.910,163.309,0.000,0.000,26.027,99.167,0.000,0.000,80.000,134.000,442.950,599.280,125.193,206.733,1.130,1.665
7.000,30.432,1.139,0.175,1.000,1.500,70.199,155.495,0.000,0.000,26.717,95.490,0.000,0.000,80.000,134.000,415.950,589.200,122.207,200.811,1.117,1.650
7.676,36.219,1.147,0.184,1.000,1.700,69.589,154.744,0.000,0.000,25.603,93.433,0.000,0.000,80.000,134.000,415.950,589.200,119.037,199.096,1.073,1.615
7.970,45.726,1.156,0.194,1.000,1.900,69.445,143.881,0.000,0.000,24.403,86.293,0.000,0.000,80.000,134.000,397.900,575.280,110.697,189.750,1.007,1.579
7.909,56.992,1.219,0.296,1.000,2.000,69.630,143.229,0.000,0.000,25.070,86.517,0.000,0.000,80.000,134.000,397.900,558.340,111.587,189.750,1.037,1.601
8.188,89.277,1.226,0.304,1.000,2.000,69.754,138.374,0.000,0.000,25.383,84.023,0.000,0.000,80.000,134.000,385.600,557.020,109.407,185.773,1.040,1.593
8.516,104.766,1.200,0.293,1.000,2.000,69.238,136.969,0.000,0.000,24.803,82.593,0.000,0.000,80.000,134.000,385.600,557.020,107.397,183.905,1.013,1.558
10.760,118.902,1.240,0.342,1.000,2.000,68.621,129.789,0.000,0.000,23.470,77.257,0.000,0.000,80.000,134.000,376.300,537.400,100.727,175.964,0.947,1.493
11.826,128.578,1.217,0.257,1.000,2.000,68.627,127.875,0.000,0.000,23.250,74.413,0.000,0.000,80.000,134.000,316.950,537.180,97.663,174.231,0.923,1.471
13.190,132.345,1.150,0.227,1.000,1.100,68.075,120.752,0.000,0.000,21.203,65.047,0.000,0.000,80.000,134.000,298.850,443.900,86.250,167.502,0.833,1.426
16.471,124.014,1.176,0.263,1.000,1.400,34.617,113.887,0.000,0.000,17.503,62.210,0.000,0.000,80.000,134.000,272.000,411.080,79.713,139.616,0.783,1.261
13.750,139.188,1.250,0.287,1.000,2.000,60.480,405.061,171.706,134.817,19.953,87.187,9.930,7.797,80.000,134.000,307.400,419.120,124.867,759.874,0.927,2.598
12.455,122.430,1.238,0.277,1.000,2.000,60.823,405.153,171.706,134.817,20.667,88.573,9.930,7.797,80.000,134.000,307.400,425.200,126.967,759.903,0.953,2.603
11.870,90.809,1.227,0.267,1.000,2.000,60.344,405.731,171.706,134.817,21.420,94.173,9.930,7.797,80.000,134.000,345.250,425.200,133.320,759.881,1.000,2.595
12.545,72.066,1.143,0.122,1.000,2.000,60.084,405.493,171.706,134.817,21.153,93.547,9.930,7.797,80.000,134.000,345.250,425.200,132.427,759.594,0.987,2.579
11.417,69.160,1.130,0.113,1.000,1.800,60.930,406.291,171.706,134.817,21.553,94.950,9.930,7.797,80.000,134.000,351.200,425.200,134.230,760.353,1.007,2.615
10.462,69.249,1.120,0.106,1.000,1.600,61.328,407.278,171.706,134.817,22.533,98.280,9.930,7.797,80.000,134.000,374.250,437.100,138.540,760.802,1.047,2.621
9.643,55.301,1.111,0.099,1.000,1.400,61.526,407.666,171.706,134.817,22.590,97.300,9.930,7.797,80.000,134.000,379.450,449.840,137.617,761.130,1.057,2.642
9.571,55.531,1.143,0.194,1.000,1.300,61.377,405.638,795.193,334.175,21.923,92.450,77.597,34.563,80.000,134.340,388.150,540.940,226.533,1315.490,1.203,3.306
8.194,56.995,1.533,5.449,1.000,2.000,106.644,715.574,3802.410,540967.742,32.247,140.967,456.910,31361.377,172.200,4611.320,542.350,1785.520,31991.500,544492.562,29.990,488.642
7.656,52.538,1.774,7.014,1.000,2.000,1107.940,778.038,3961.978,540965.991,194.160,176.203,547.837,31393.547,4035.150,8833.260,803.050,4544.820,32311.747,544477.120,30.953,488.615
8.929,60.138,1.852,7.978,1.000,2.000,1107.214,678.731,3959.576,540966.416,191.327,153.483,538.137,31385.927,4035.150,8833.260,800.000,2969.740,32268.873,544479.145,30.823,488.618
9.296,81.838,1.885,8.256,1.000,2.000,1107.276,678.814,3959.576,540966.416,190.927,151.823,538.137,31385.927,4035.150,8833.260,800.000,2969.740,32266.813,544479.266,30.800,488.619
8.929,95.995,1.852,7.978,1.000,2.000,1107.291,678.682,3959.576,540966.416,191.327,147.700,538.137,31385.927,4035.150,8833.260,800.000,2969.740,32263.090,544479.486,30.787,488.620
8.267,72.729,1.793,7.474,1.000,2.000,1107.424,678.915,3962.977,540965.851,190.347,147.200,554.200,31395.987,4035.150,8833.260,803.050,2969.740,32287.733,544478.138,30.833,488.618
8.233,63.646,1.828,7.453,1.000,2.000,1108.943,678.718,3962.977,540965.851,195.163,149.090,554.200,31395.987,4035.150,8833.260,803.050,2969.740,32294.440,544477.748,30.900,488.615
8.926,68.809,2.185,9.706,1.000,4.800,1108.982,678.931,4081.672,544589.904,195.383,147.990,679.863,35183.973,4623.900,11555.420,1648.050,5548.680,36207.210,548169.317,34.663,492.236
7.933,65.062,2.138,9.084,1.000,3.400,1119.040,720.071,4081.672,544589.904,204.703,170.790,679.863,35183.973,4623.900,11555.420,1762.600,5548.680,36239.330,548167.333,34.707,492.234
8.310,73.524,2.034,6.930,1.000,3.400,1120.537,720.224,4017.300,544591.545,209.207,175.413,612.197,35157.207,4127.300,8833.260,1648.050,5548.680,36154.023,548171.893,34.587,492.239
9.071,70.281,1.704,4.357,1.000,2.000,1118.708,418.101,1559.011,64589.379,199.463,128.500,232.883,3830.393,2267.100,7273.100,803.050,2940.740,4391.240,65470.840,5.820,61.675
9.481,77.583,1.630,2.752,1.000,2.000,990.046,324.468,1605.253,64589.818,150.623,110.167,229.483,3812.273,1501.750,6247.480,705.850,2609.740,4302.547,65471.071,5.530,61.630
8.828,53.453,1.571,2.673,1.000,2.000,990.152,321.138,1634.138,64589.441,148.717,105.747,255.493,3820.213,2232.900,6247.480,777.800,2609.740,4330.170,65470.670,5.510,61.631
7.875,35.109,1.548,2.441,1.000,2.000,990.115,322.091,1663.980,64588.699,148.983,107.153,288.237,3837.200,3315.350,6247.480,939.200,2609.740,4381.573,65469.287,5.600,61.629
7.324,32.395,1.545,2.309,1.000,2.000,999.772,696.702,1714.141,64587.835,160.447,157.503,331.030,3861.240,3363.300,6247.480,1774.200,3177.080,4510.220,65469.145,5.847,61.652
7.235,36.533,1.588,2.242,1.000,2.000,1000.348,698.110,1764.625,64587.593,165.263,164.717,354.657,3875.767,3936.100,6758.060,1793.250,3527.060,4560.403,65470.691,5.980,61.660
7.545,42.006,1.594,2.366,1.000,2.000,998.508,698.357,1770.107,64587.474,160.000,165.543,363.980,3877.940,3936.100,6758.060,1793.250,3527.060,4567.463,65470.472,5.923,61.659
6.694,45.934,1.686,2.330,1.000,2.000,1008.072,805.756,9421.378,277516.995,170.603,195.727,1341.703,27889.700,5543.450,11501.680,2950.750,21423.440,29597.733,283293.188,30.763,273.735
6.886,43.987,1.735,2.371,1.000,2.000,996.388,770.027,9449.816,288214.329,162.967,179.577,1388.793,32482.853,6088.650,14275.080,2894.700,420711.660,34214.190,293979.502,35.167,283.572
6.405,43.268,1.750,2.243,2.000,2.000,994.348,770.587,9453.137,288212.602,159.930,181.830,1408.653,32499.450,6088.650,14275.080,3173.450,420711.660,34249.863,293976.017,35.250,283.564
6.270,44.900,1.838,2.190,2.000,2.400,994.325,770.842,9455.800,288210.604,160.290,184.537,1427.170,32518.903,6088.650,14275.080,3531.650,420711.660,34290.900,293971.973,35.353,283.554
6.077,40.020,1.658,1.909,1.200,2.000,218.568,755.386,9390.704,288211.778,47.490,170.017,1350.473,32507.887,4554.300,11473.600,3173.450,420711.660,34075.867,293991.915,34.710,283.592
6.211,50.482,1.684,1.900,2.000,2.000,218.554,754.864,9388.786,288212.672,49.543,172.977,1324.233,32499.770,4269.850,11473.600,3173.450,420711.660,34046.523,293994.991,34.740,283.588
5.875,49.609,1.667,1.863,1.800,2.000,218.613,755.313,9390.354,288213.423,50.430,176.537,1310.623,32493.073,4563.750,11473.600,3173.450,420711.660,34030.663,293996.822,34.810,283.583
6.026,51.102,1.667,1.863,1.800,2.000,161.139,436.741,9385.795,288216.005,39.953,130.070,1267.830,32469.033,3447.300,11473.600,1164.050,420711.660,33906.887,294009.212,34.633,283.595
6.103,48.656,1.632,1.917,1.000,2.000,153.908,434.940,9378.481,288218.599,37.057,128.167,1228.140,32444.447,2857.600,11473.600,824.500,420711.660,33837.810,294015.849,34.507,283.604
5.250,34.278,1.605,1.727,1.000,2.000,161.159,435.682,9380.552,288217.444,41.127,130.543,1245.047,32455.173,3256.850,11473.600,1104.750,420711.660,33871.890,294012.438,34.647,283.592
5.523,34.613,1.326,0.266,1.000,2.000,62.225,157.281,1057.412,79421.072,30.123,102.637,141.660,4655.427,134.000,3245.080,504.400,915.700,4929.847,80255.167,6.047,75.826
5.422,31.311,1.273,0.244,1.000,2.000,61.773,154.303,681.179,508.436,29.190,99.243,94.570,62.273,134.000,262.860,491.500,709.100,285.277,1208.693,1.627,3.216
5.523,32.659,1.295,0.390,1.000,2.000,61.467,150.140,720.817,439.943,29.597,100.227,98.843,53.120,134.000,262.860,484.350,709.100,281.787,1167.997,1.650,3.200
5.085,28.461,1.326,0.524,1.000,2.000,60.987,144.935,719.471,292.003,29.770,98.277,112.617,40.340,134.000,3245.080,484.350,698.140,281.003,1033.562,1.647,3.004
5.333,22.133,1.364,0.550,1.000,2.000,60.896,139.484,696.257,287.647,29.857,95.227,101.787,37.307,134.000,2749.120,451.800,697.020,264.177,1008.626,1.640,2.995
4.694,18.661,1.429,0.694,1.000,2.000,80.917,262.707,1198.862,2888.353,34.720,119.420,226.103,300.723,216.600,4001.220,697.050,2080.120,680.967,3902.039,2.383,6.758
4.936,20.315,1.447,0.715,1.000,2.000,81.045,259.012,1173.274,2883.955,34.910,117.483,219.370,292.797,216.600,3725.480,654.250,1957.440,664.560,3879.510,2.307,6.603
5.244,21.074,1.455,0.748,1.000,2.000,80.897,259.507,1173.274,2883.955,34.050,116.143,219.370,292.797,216.600,3725.480,654.250,1957.440,662.360,3879.830,2.260,6.605
5.156,20.398,1.511,0.872,1.000,2.600,60723.676,431.596,1212.882,2887.223,3547.660,133.190,246.000,306.460,2087.300,4362.340,706.150,2233.120,4233.310,61162.079,2.720,9.602
4.745,20.616,1.674,1.263,1.000,3.500,343368.719,1592.168,1961.603,3753.407,30871.037,267.760,385.800,511.297,3403.100,9840.340,1058.800,6283.440,32035.893,344895.967,9.180,78.878
4.294,18.953,1.620,1.196,1.000,3.100,343368.503,1592.014,1973.060,3753.299,30873.437,273.380,399.437,513.480,3529.050,9840.340,1058.800,6283.440,32059.733,344893.873,9.297,78.869
4.745,22.573,1.674,1.263,1.000,3.500,343368.591,1592.173,1973.060,3753.299,30872.453,269.757,399.437,513.480,3529.050,9840.340,1058.800,6283.440,32055.127,344894.298,9.260,78.872
4.809,26.665,1.574,1.010,1.000,3.000,343368.591,1592.726,1933.116,3752.096,30872.457,270.407,375.303,506.037,3403.100,9840.340,1006.800,6283.440,32024.203,344896.737,9.183,78.871
5.318,34.808,1.535,1.039,1.000,3.000,343368.507,1592.716,1912.145,3752.450,30873.397,273.127,343.013,499.363,2993.250,9840.340,1006.800,6283.440,31988.900,344899.816,9.160,78.873
5.488,41.552,1.524,1.059,1.000,3.000,343368.503,1592.529,1912.145,3752.450,30873.440,274.820,343.013,499.363,2993.250,9840.340,1006.800,6283.440,31990.637,344899.655,9.157,78.873
6.100,42.040,1.436,0.913,1.000,2.200,343368.975,1579.396,1653.140,2434.274,30868.133,252.790,218.697,235.947,268.150,4142.820,748.100,2302.760,31575.567,344916.738,8.407,78.705
5.878,40.400,1.475,0.949,1.000,3.000,343368.940,1579.642,1657.488,2436.834,30868.530,256.417,224.663,241.013,767.750,4142.820,750.700,2302.760,31590.623,344915.474,8.483,78.704
5.065,40.670,1.457,0.857,1.000,2.500,343368.672,1580.710,1657.488,2436.834,30871.517,266.453,224.663,241.013,767.750,4142.820,794.300,2302.760,31603.647,344914.301,8.627,78.699
4.792,37.748,1.429,0.612,1.000,2.200,571839.020,2651.332,1628.379,2432.593,54119.447,387.087,198.033,227.350,300.450,4128.060,794.300,2569.320,54931.917,574450.581,12.890,112.223
5.356,41.029,1.341,0.452,1.000,2.000,462661.618,2170.955,503.655,193.420,26792.853,249.787,60.407,20.320,174.000,816.540,548.400,1009.260,27123.367,464816.561,6.383,80.697
5.976,44.902,1.375,0.484,1.000,2.000,462661.684,2170.969,446.478,189.908,26791.707,247.213,46.770,18.137,162.600,691.320,524.200,1009.260,27103.827,464817.614,6.313,80.700
5.152,33.303,1.400,0.507,1.000,2.000,738562.806,3191.776,446.478,189.908,61595.163,409.173,46.770,18.137,175.150,1406.360,577.750,2229.920,62069.243,741729.665,14.130,150.686
5.000,24.851,1.413,0.503,1.000,2.000,738562.810,3191.528,446.478,189.908,61595.107,412.407,46.770,18.137,175.150,1406.360,630.950,2229.920,62072.420,741729.401,14.147,150.685
4.385,21.967,1.412,0.517,1.000,2.000,738562.744,3191.173,446.478,189.908,61595.907,414.127,46.770,18.137,174.000,1406.360,577.750,2229.920,62074.940,741729.189,14.183,150.681
4.073,16.540,1.407,0.501,1.000,2.000,738562.688,3191.011,446.478,189.908,61596.577,417.843,46.770,18.137,174.000,1406.360,585.350,2229.920,62079.327,741728.823,14.210,150.679
4.264,19.477,1.396,0.503,1.000,2.000,738562.707,3191.225,446.478,189.908,61596.347,415.750,46.770,18.137,174.000,1406.360,630.950,2229.920,62077.003,741729.018,14.190,150.681
4.130,13.854,1.453,0.625,1.000,2.800,738562.495,3190.919,534.408,209.047,61598.900,417.810,65.267,25.457,197.250,2606.840,655.200,2277.340,62107.433,741726.577,14.240,150.679
4.245,14.072,1.415,0.620,1.000,2.800,738562.694,3190.650,534.408,209.047,61596.507,411.547,65.267,25.457,162.600,2606.840,585.350,2277.340,62098.777,741727.294,14.143,150.683
4.490,15.583,1.420,0.644,1.000,3.000,577305.749,2354.429,534.408,209.047,34834.300,272.480,65.267,25.457,134.500,2536.300,547.750,1236.580,35197.503,579644.048,9.380,127.570
4.640,19.110,1.360,0.510,1.000,2.100,577305.777,2354.484,387.467,155.880,34833.847,272.957,36.863,14.750,134.000,212.760,524.200,801.500,35158.417,579646.181,9.283,127.570
4.385,16.391,1.385,0.621,1.000,2.900,661337.719,2911.591,387.467,155.880,64820.600,440.580,36.863,14.750,162.000,2994.960,644.500,2396.580,65312.793,664205.640,15.217,142.210
4.340,16.073,1.346,0.572,1.000,2.000,325841.624,1735.714,387.467,155.880,30019.543,286.370,36.863,14.750,134.000,775.900,548.800,882.800,30357.527,327548.263,7.513,63.608
4.321,15.916,1.340,0.564,1.000,2.000,325841.668,1735.672,548.485,357.413,30019.067,279.180,59.917,35.577,144.900,2543.140,548.800,1281.000,30393.740,327545.718,7.553,63.620
4.776,17.113,1.375,0.693,1.000,2.300,594733.323,2828.881,581.010,359.191,74623.153,477.537,71.203,37.763,162.600,29968.860,678.700,5785.080,75209.657,597557.776,14.870,106.093
4.510,14.681,1.400,0.800,1.000,3.000,594733.213,2829.064,613.111,360.907,74624.027,474.250,83.010,39.927,175.150,29968.860,678.700,5785.080,75221.213,597556.367,14.910,106.089
4.510,15.270,1.400,0.800,1.000,3.000,594733.095,2828.558,613.111,360.907,74624.970,478.503,83.010,39.927,175.150,29968.860,665.400,5785.080,75226.410,597555.714,14.953,106.083
4.569,17.657,1.314,0.607,1.000,2.000,594733.264,2829.371,586.995,398.075,74623.627,472.263,83.553,47.510,197.450,29968.860,692.350,5785.080,75226.953,597555.636,14.907,106.088
5.217,28.344,1.333,0.667,1.000,2.000,594733.470,2830.053,586.995,398.075,74621.983,465.070,83.553,47.510,197.450,29968.860,692.350,5785.080,75218.117,597556.745,14.817,106.099
5.378,39.657,1.318,0.626,1.000,2.000,594733.503,2830.149,586.995,398.075,74621.720,460.567,83.553,47.510,197.450,29968.860,649.750,5785.080,75213.350,597557.341,14.797,106.101
5.239,34.008,1.311,0.614,1.000,2.000,594733.429,2830.273,586.995,398.075,74622.310,459.790,83.553,47.510,197.450,29968.860,660.200,5785.080,75213.163,597557.365,14.810,106.099
5.422,34.955,1.273,0.471,1.000,2.000,500210.143,2254.674,586.995,398.075,44634.303,287.860,83.553,47.510,163.000,2866.320,583.450,1595.360,45053.227,502486.760,8.833,85.459
5.698,36.630,1.310,0.547,1.000,2.000,500210.020,2254.887,782.574,432.520,44635.707,281.297,129.500,63.507,188.450,3488.440,636.650,1975.720,45110.010,502482.257,8.893,85.475
6.225,50.224,1.308,0.572,1.000,2.000,500210.115,2255.129,681.855,291.191,44634.640,277.873,106.447,42.680,174.700,2879.060,583.450,1864.860,45061.640,502486.059,8.753,85.475
6.275,51.399,1.225,0.374,1.000,2.000,79.347,126.592,702.428,424.932,27.977,72.363,110.160,58.643,163.000,2679.560,497.850,705.520,269.143,1111.357,1.380,3.040
6.919,52.183,1.222,0.228,1.000,2.000,78.266,128.120,675.066,423.570,26.030,70.740,98.353,56.480,134.000,2633.860,492.200,705.520,251.603,1089.496,1.300,3.017
6.919,57.696,1.222,0.228,1.000,2.000,78.036,124.224,675.066,423.570,25.363,67.453,98.353,56.480,134.000,2633.860,428.150,705.520,247.650,1089.517,1.260,3.002
6.892,54.907,1.250,0.243,1.000,2.000,63.871,119.991,753.958,483.715,23.090,67.017,111.840,62.800,134.000,2585.840,405.150,670.460,264.747,1237.907,1.260,2.981
6.225,29.024,1.308,0.316,1.000,2.000,77.791,135.721,825.401,503.521,26.627,74.970,145.930,75.160,160.150,2805.260,544.150,1185.620,322.687,1326.469,1.427,3.161
5.698,26.630,1.310,0.309,1.000,2.000,79.482,161.743,861.644,519.345,28.360,86.467,160.727,82.773,174.700,2881.140,607.300,1324.980,358.327,1378.141,1.593,3.438
5.318,25.990,1.500,0.750,1.000,2.000,79.494,167.368,8020.306,277094.291,29.960,94.387,1052.703,30180.053,2902.350,10062.920,1884.050,176413.840,31357.103,282307.636,31.677,269.334
5.178,25.346,1.523,0.795,1.000,2.700,128.233,401.642,8887.507,277902.441,36.810,121.083,1367.143,31793.300,4442.050,12425.380,3062.200,407293.020,33318.337,283285.839,34.337,271.145
5.087,16.775,1.467,0.738,1.000,2.000,116.776,401.034,8903.917,277907.258,34.117,122.763,1364.493,32013.773,4442.050,13113.340,5348.500,407293.020,33535.147,283301.172,34.650,271.209
5.341,16.907,1.477,0.749,1.000,2.000,116.590,400.551,8903.917,277907.258,34.383,123.503,1364.493,32013.773,4442.050,13113.340,5348.500,407293.020,33536.153,283301.052,34.660,271.208
5.043,22.563,1.511,0.783,1.000,2.600,117.205,400.036,8906.656,277908.248,35.887,126.833,1370.533,32003.957,4449.550,13113.340,2857.000,407293.020,33537.210,283300.804,34.713,271.201
4.915,17.780,1.468,0.760,1.000,2.400,123.599,400.102,8909.019,277906.678,38.127,126.650,1406.340,32017.980,4717.550,13113.340,2949.150,407293.020,33589.097,283295.235,34.823,271.192
4.915,18.716,1.500,0.772,1.000,2.500,123.804,401.990,8909.019,277906.678,37.850,126.710,1406.340,32017.980,4717.550,13113.340,2949.150,407293.020,33588.880,283295.265,34.830,271.192
4.833,18.806,1.417,0.743,1.000,2.300,123.982,404.681,8906.565,277908.954,38.783,133.373,1373.870,31996.787,4700.000,13113.340,2730.850,407293.020,33542.813,283299.970,34.810,271.195
4.755,20.348,1.396,0.739,1.000,2.300,116.524,772.713,8969.546,277906.160,36.360,164.603,1406.573,32030.773,5667.550,15384.240,2949.150,407293.020,33638.310,283300.467,34.887,271.208
5.455,32.566,1.395,0.797,1.000,2.800,115.276,769.028,8968.315,277906.739,33.770,154.270,1401.817,32025.503,5667.550,15384.240,2949.150,407293.020,33615.360,283302.983,34.717,271.226
5.636,34.186,1.209,0.305,1.000,2.000,126.089,770.363,4188.104,23711.679,35.727,153.427,534.187,1938.920,248.650,5657.020,724.350,2506.460,2662.260,26549.286,4.790,34.899
5.682,37.671,1.163,0.229,1.000,1.800,76.178,679.637,1534.248,4171.102,29.467,128.573,219.747,325.673,163.550,3043.960,564.800,1193.220,703.460,5599.007,2.143,9.044
5.929,39.209,1.244,0.331,1.000,2.000,76.123,680.877,1344.876,848.990,30.230,134.943,176.450,89.203,160.150,2865.980,564.200,885.840,430.827,2807.452,1.750,4.782
5.721,33.829,1.256,0.330,1.000,2.000,75.968,681.583,1395.896,856.100,30.753,139.963,198.917,98.780,163.000,3043.960,622.250,1422.180,468.413,2849.994,1.853,4.887
5.744,32.004,1.262,0.336,1.000,2.000,75.623,682.374,1363.054,845.497,30.363,139.603,189.193,92.787,160.150,3019.660,622.200,1176.680,451.947,2817.032,1.803,4.789
